Zip code,Latitude,Longitude,Number of required Level 2 chargers
49685,44.76494,-85.722306,5
49685,44.706915,-85.666662,1
49685,44.764383,-85.667152,3
49685,44.735197,-85.636263,69
49685,44.733551,-85.678974,20
49685,44.725207,-85.628189,69
49685,44.733591,-85.651782,32
49685,44.724025,-85.611674,27
49685,44.724232,-85.590351,38
49685,44.613517,-85.514879,2
49685,44.750366,-85.567056,2
49685,44.72369,-85.48081,18
49685,44.699152,-85.544181,3
48801,43.372855,-84.671422,3
48801,43.385919,-84.6744,9
48801,43.383014,-84.659776,11
48801,43.396158,-84.659782,17
48801,43.382256,-84.631705,10
48801,43.404256,-84.612623,4
48801,43.414261,-84.593142,2
48801,43.415433,-84.6199,13
48801,43.439224,-84.450333,3
48801,43.290015,-84.613956,4
48801,43.293884,-84.589716,15
48811,43.2684,-84.743659,1
49202,41.922079,-84.622027,27
49202,41.930557,-84.63869,9
49202,41.923962,-84.643002,20
49202,41.9155,-84.643015,3
49202,42.02784,-84.793942,9
49202,41.983348,-84.658162,1
49202,41.971861,-84.624161,10
49202,41.964469,-84.698422,4
49202,41.96373,-84.534942,2
49221,41.920035,-84.534883,1
49202,41.854992,-84.727898,2
49221,41.722496,-84.766432,1
49202,41.869367,-84.65244,4
49202,41.918925,-84.603782,10
49221,41.760164,-84.650751,1
49221,41.873303,-84.535874,1
49221,41.720467,-84.410495,1
49630,47.126851,-88.589709,34
49630,47.129807,-88.609911,9
49630,47.113726,-88.59887,4
49630,47.11754,-88.574377,48
49630,47.114796,-88.533904,24
49630,47.114056,-88.553753,21
49630,47.081086,-88.556684,4
49630,47.235105,-88.435777,2
49630,47.234079,-88.451165,21
49630,47.240287,-88.464859,11
49630,47.189721,-88.404549,12
49630,47.226163,-88.404644,3
49630,47.146432,-88.526849,5
49630,47.112334,-88.45234,1
49630,47.023727,-88.559966,1
49630,46.979648,-88.509261,6
49630,47.074128,-88.66014,2
49630,47.015727,-88.735376,1
48763,43.79699,-83.006225,2
48763,43.810985,-83.004515,21
48763,44.036167,-82.903038,8
48763,44.037325,-82.999652,2
48763,43.908667,-83.304516,1
48763,43.93408,-83.260091,3
48763,43.826919,-83.266129,10
48763,43.799936,-83.328023,1
48763,43.828338,-83.166872,4
48631,43.728518,-83.452151,4
48631,43.736487,-83.447085,2
48763,43.812262,-82.668319,3
48763,43.723505,-82.968858,3
48823,42.731565,-84.544051,85
48823,42.731619,-84.553319,56
48823,42.764989,-84.537217,5
48823,42.766305,-84.562489,4
48823,42.753766,-84.552365,12
48823,42.744665,-84.547472,44
48823,42.738007,-84.559453,73
48823,42.744702,-84.561537,43
48823,42.730028,-84.57449,2
48823,42.729828,-84.562572,46
48823,42.73524,-84.504833,106
48823,42.734529,-84.516993,15
48842,42.665297,-84.575717,44
48842,42.676177,-84.582999,11
48842,42.675328,-84.531477,66
48842,42.666272,-84.552786,96
48842,42.665246,-84.530617,9
48823,42.763331,-84.520414,34
48823,42.751428,-84.516266,24
48823,42.743871,-84.473782,32
48823,42.745041,-84.453863,31
48823,42.736027,-84.478405,59
48823,42.737135,-84.488367,45
48823,42.697683,-84.491593,44
48823,42.711543,-84.411457,88
48823,42.706103,-84.424393,17
48823,42.715116,-84.447273,91
48823,42.735501,-84.442226,6
48823,42.75988,-84.452621,79
48823,42.758406,-84.404964,75
48823,42.738101,-84.394694,61
48823,42.693786,-84.44266,75
48872,42.686428,-84.290917,20
48872,42.690949,-84.274909,5
48872,42.668195,-84.171826,5
48872,42.630417,-84.206899,1
48842,42.662723,-84.503183,28
48842,42.677467,-84.502502,147
48842,42.620924,-84.509945,49
48842,42.64317,-84.575257,13
48842,42.592509,-84.448149,12
48842,42.575402,-84.429905,17
49202,42.437566,-84.19942,11
48846,42.989767,-85.061766,48
48846,42.979006,-85.103938,1
48846,42.986895,-85.072684,18
48846,42.961548,-85.088089,1
48846,42.979323,-85.040443,1
48838,43.084143,-85.241926,5
48838,43.090121,-85.225484,13
48838,43.101904,-85.247764,16
48838,43.102975,-85.22018,4
48838,43.078936,-85.280785,1
48846,42.957467,-85.003073,6
48846,43.014612,-85.019051,7
48846,43.018058,-84.920333,4
48846,43.003373,-84.87157,1
48846,42.964006,-84.896148,2
48846,42.925723,-85.2097,1
48846,42.878878,-85.218203,2
48846,42.913451,-85.255272,11
48846,42.935847,-85.256724,1
48837,42.870957,-84.892522,3
48846,42.900393,-84.944185,7
48837,42.858824,-84.903971,6
48846,42.917803,-85.027069,5
48837,42.817172,-84.861313,20
48763,44.27344,-83.515299,8
48763,44.289499,-83.4796,3
48763,44.285198,-83.498752,6
48750,44.381434,-83.584146,1
48750,44.318292,-83.428374,16
48750,44.432134,-83.334096,35
48750,44.492428,-83.348082,11
48739,44.2912,-83.843394,3
49630,46.105512,-88.640007,11
49630,46.065819,-88.615543,6
49630,46.041639,-88.567011,4
49630,46.046816,-88.705028,4
49630,46.094586,-88.332878,3
49630,46.27908,-88.278404,3
48858,43.601549,-84.755509,12
48858,43.609428,-84.759979,3
48858,43.608045,-84.77311,10
48858,43.600707,-84.789787,19
48858,43.600814,-84.774318,24
48858,43.59387,-84.778954,61
48858,43.595334,-84.774753,21
48858,43.586148,-84.782457,22
48858,43.576503,-84.778201,1
48858,43.593024,-84.757744,51
48858,43.588057,-84.772496,37
48858,43.586303,-84.752931,165
48858,43.672891,-84.735284,3
48858,43.658738,-84.890318,1
48858,43.574142,-84.819679,26
48858,43.559755,-84.763602,67
48858,43.571694,-84.743899,94
48858,43.618994,-84.823764,5
48858,43.62294,-84.743162,1
48858,43.531491,-84.787235,1
48858,43.527686,-84.693345,6
48858,43.582738,-84.637939,1
49202,42.24646,-84.404982,35
49202,42.250697,-84.398234,5
49202,42.247038,-84.412322,29
49202,42.250323,-84.424798,19
49202,42.261234,-84.425126,50
49202,42.264045,-84.410424,10
49202,42.25374,-84.410593,36
49202,42.220615,-84.421973,21
49202,42.239051,-84.428313,5
49202,42.236466,-84.419017,5
49202,42.2426,-84.419223,24
49202,42.236461,-84.409967,10
49202,42.241962,-84.410244,23
49202,42.230575,-84.412536,2
49202,42.228787,-84.399899,4
49202,42.24723,-84.381999,32
49202,42.234877,-84.380282,3
49202,42.369112,-84.575753,1
49202,42.261992,-84.541157,1
49202,42.293031,-84.627897,2
49202,42.288965,-84.458335,35
49202,42.261914,-84.467289,61
49202,42.255618,-84.451621,16
49202,42.272802,-84.455753,60
49202,42.300191,-84.418362,13
49202,42.281169,-84.41956,3
49202,42.25928,-84.371081,16
49202,42.281349,-84.388706,7
49202,42.367593,-84.228986,1
49202,42.364996,-84.169732,1
49202,42.265373,-84.329223,8
49202,42.216751,-84.276847,2
49202,42.22671,-84.335322,4
49202,42.240953,-84.211822,5
49202,42.252278,-84.164892,2
49202,42.215712,-84.644632,3
49202,42.086543,-84.536101,1
49202,42.130414,-84.536708,3
49202,42.239406,-84.453316,43
49202,42.222158,-84.457901,24
49202,42.128303,-84.335239,1
49009,42.30399,-85.578254,11
49009,42.293742,-85.588473,92
49009,42.323577,-85.543721,3
49009,42.315086,-85.560995,26
49009,42.300567,-85.593112,16
49009,42.308495,-85.595776,43
49009,42.287508,-85.642112,201
49009,42.281958,-85.636269,128
49009,42.304715,-85.64604,100
49009,42.275116,-85.632614,155
49009,42.27821,-85.600994,43
49009,42.286064,-85.595053,40
49009,42.287186,-85.566781,3
49009,42.28274,-85.581205,53
49009,42.287255,-85.580928,35
49009,42.300334,-85.619973,38
49009,42.305133,-85.633832,25
49009,42.29858,-85.544582,2
49009,42.30884,-85.545103,9
49009,42.289877,-85.542701,1
49009,42.325135,-85.535099,136
49009,42.255681,-85.661734,64
49009,42.264486,-85.700843,41
49009,42.279442,-85.668736,75
49009,42.285196,-85.65383,189
49009,42.359839,-85.694065,4
49009,42.395436,-85.694065,4
49080,42.353906,-85.472439,8
49080,42.397733,-85.475184,7
49009,42.251766,-85.553385,49
49009,42.259948,-85.480044,1
49009,42.280051,-85.511294,5
49009,42.305634,-85.523824,9
49009,42.223581,-85.674031,13
49009,42.222903,-85.596993,48
49009,42.208663,-85.600337,21
49009,42.229003,-85.543096,44
49009,42.227985,-85.567098,52
49009,42.208072,-85.56379,27
49009,42.197364,-85.545711,1
49009,42.180507,-85.625981,61
49009,42.2364,-85.624966,42
49009,42.219196,-85.640997,17
49009,42.212207,-85.626464,20
49009,42.181052,-85.5772,3
49009,42.17472,-85.548579,4
49009,42.174048,-85.599058,9
49009,42.129771,-85.548679,12
49009,42.090667,-85.590306,5
49009,42.182453,-85.475507,3
49646,44.730897,-85.176999,11
49646,44.72346,-85.139508,3
49646,44.726328,-85.241797,5
49646,44.662999,-85.27174,1
49505,42.960287,-85.66919,123
49505,42.959471,-85.662261,39
49505,42.965234,-85.662339,106
49505,42.969071,-85.671751,68
49505,42.969501,-85.662663,56
49505,42.980003,-85.616196,41
49505,42.99136,-85.623567,96
49505,42.982636,-85.694786,53
49505,42.976346,-85.694913,23
49505,42.978903,-85.642276,7
49505,42.978674,-85.651068,22
49505,42.966991,-85.67997,98
49505,42.967836,-85.692468,66
49505,42.967795,-85.653182,32
49505,42.968033,-85.644692,57
49505,42.968943,-85.600721,11
49505,42.968937,-85.624083,3
49505,42.949786,-85.675002,70
49505,42.945832,-85.698036,3
49505,42.944708,-85.64431,5
49505,42.951608,-85.644504,8
49505,42.931032,-85.6723,15
49505,42.932784,-85.683491,61
49505,42.933584,-85.652975,15
49505,42.937379,-85.662676,18
49505,42.915575,-85.657429,5
49512,42.920461,-85.621586,45
49512,42.925045,-85.596488,54
49512,42.923275,-85.577963,130
49512,42.908215,-85.618486,29
49512,42.891938,-85.636157,53
49512,42.908873,-85.633668,35
49512,42.890766,-85.616428,50
49329,43.223627,-85.549632,27
49329,43.249628,-85.641695,1
49505,43.049148,-85.664612,11
49505,43.035615,-85.676139,138
49505,43.050439,-85.681248,5
49505,43.155329,-85.70569,24
49505,43.081845,-85.569379,2
49505,43.082434,-85.623912,1
49505,43.09544,-85.647615,1
49505,43.040724,-85.568739,3
49505,43.046128,-85.626245,7
49505,43.039262,-85.601075,37
49505,43.101607,-85.524789,12
49505,43.009698,-85.69763,14
49505,43.024362,-85.693748,118
49505,43.019891,-85.752456,23
49505,43.002894,-85.760929,26
49428,42.969908,-85.760222,86
49428,42.940612,-85.757219,1
49505,43.014234,-85.607479,22
49505,42.988598,-85.573565,11
49505,42.955133,-85.562898,11
49505,42.953281,-85.581636,19
49418,42.922793,-85.719213,7
49418,42.932019,-85.724776,9
49418,42.906603,-85.729549,16
49418,42.906399,-85.71485,126
49512,42.903513,-85.652879,3
49418,42.893573,-85.669272,1
49512,42.891877,-85.653111,10
49418,42.875132,-85.672734,2
49418,42.869802,-85.760003,19
49418,42.875092,-85.695236,5
49418,42.857626,-85.713873,36
49418,42.860212,-85.671628,3
49418,42.868476,-85.73252,44
49418,42.912498,-85.745661,14
49418,42.918919,-85.75819,34
49512,42.861963,-85.654178,55
49512,42.877491,-85.655531,18
49512,42.861876,-85.607827,8
49512,42.876479,-85.611064,88
49512,42.862002,-85.634997,101
49512,42.889763,-85.59434,131
49512,42.906768,-85.595703,66
49512,42.928285,-85.562726,27
49512,42.895518,-85.559518,167
49512,42.861779,-85.5684,24
49512,42.931107,-85.504283,3
49512,42.903532,-85.53474,32
49512,42.902752,-85.506582,5
49512,42.924959,-85.53004,8
49512,42.920332,-85.456794,2
49512,42.954687,-85.521938,13
49512,42.907858,-85.399265,5
49512,42.836871,-85.654002,7
49418,42.841498,-85.670479,8
49512,42.833214,-85.565402,13
49512,42.832459,-85.634812,10
49418,42.826227,-85.752776,5
49418,42.840334,-85.699724,26
49512,42.794633,-85.513372,32
49512,42.822297,-85.359731,1
49701,47.341362,-88.39721,2
49677,43.878159,-85.871796,9
48502,43.049943,-83.352727,12
48502,43.035984,-83.339118,29
48502,43.055746,-83.328943,41
48502,43.05956,-83.310696,5
48502,43.052406,-83.300562,14
48502,43.047614,-83.311805,7
48502,43.213656,-83.297663,1
48502,43.167354,-83.293553,2
48502,43.202802,-83.419485,6
48502,43.170782,-83.390704,2
48502,43.223493,-83.176076,10
48502,43.07898,-83.329964,9
48502,43.0831,-83.365265,1
48502,42.941377,-83.326258,1
48502,42.949483,-83.276425,1
48502,42.947451,-83.423984,1
48502,42.915721,-83.034165,3
48502,42.920433,-83.049857,3
48502,43.012787,-83.076219,14
48502,43.028149,-83.077057,17
48502,42.917149,-83.123839,2
49629,45.076689,-85.635981,1
49629,44.971444,-85.676177,5
49629,45.017387,-85.650847,8
49630,44.820229,-86.034827,2
49685,44.813493,-85.686565,1
49685,44.788683,-85.67924,5
49685,44.839801,-85.676077,2
49630,44.936374,-85.761802,2
49221,41.894878,-84.034429,19
49221,41.899555,-84.042992,37
49221,41.907036,-84.059102,17
49221,41.897334,-84.055015,5
49221,41.897058,-84.064778,9
49221,41.902126,-84.028616,7
49221,41.91032,-84.045188,4
49221,41.913114,-84.018846,17
49221,41.91193,-84.029956,13
49221,41.898829,-84.020995,13
49221,41.882984,-84.039084,27
49221,41.888632,-84.048486,20
49221,42.013125,-84.329235,1
49221,41.945093,-84.341047,3
49221,42.029632,-84.218835,2
49221,42.051358,-84.160437,4
49221,41.929299,-84.038637,2
49221,41.943504,-84.098473,2
49221,41.997297,-83.919824,6
49221,42.012296,-83.946835,7
49221,41.997584,-83.93946,32
49221,42.014858,-83.934934,3
49221,42.014717,-83.959997,5
49221,41.99806,-83.956145,16
49221,42.018601,-83.981177,4
49221,42.072236,-83.961599,3
49221,42.067768,-83.97513,6
49221,41.943546,-83.921226,2
49221,41.970544,-83.985571,1
49221,41.96928,-83.800389,2
49221,41.852209,-84.357523,3
49221,41.857607,-84.341567,4
49221,41.722199,-84.212026,2
49221,41.72127,-84.225975,7
49221,41.878867,-84.179389,1
49221,41.767195,-84.20251,1
49221,41.868813,-84.032783,7
49221,41.837756,-84.092912,1
49221,41.877598,-84.091575,34
49267,41.836159,-83.87045,3
49267,41.826324,-83.862423,2
49221,41.869584,-83.920552,2
49267,41.905292,-83.809588,5
48872,42.657474,-83.969098,6
48872,42.619497,-84.003842,8
48872,42.56993,-83.972605,7
48507,42.644753,-83.775318,21
48507,42.627215,-83.713522,5
48507,42.67143,-83.720215,2
48872,42.659072,-83.85819,2
48872,42.61494,-83.852556,6
48872,42.518596,-83.779237,35
48872,42.538281,-83.788944,48
48507,42.577749,-83.76817,3
48507,42.531148,-83.712816,8
48872,42.587927,-83.870785,59
48872,42.578875,-83.814759,13
48872,42.541354,-83.837993,1
49202,42.44451,-83.970321,14
48872,42.49157,-83.821688,1
48872,42.44913,-83.874914,4
48872,42.485641,-83.878923,1
48507,42.486591,-83.700824,5
48872,42.449326,-83.759903,21
48507,42.447395,-83.698302,7
49701,45.860874,-84.722812,10
49701,45.884404,-84.730661,5
49701,45.924448,-84.826763,3
48507,42.588246,-82.877789,7
48507,42.597538,-82.866944,95
48507,42.5929,-82.890628,13
48507,42.608307,-82.892765,22
48507,42.605235,-82.882985,23
48507,42.605974,-82.935774,19
48507,42.582024,-82.927643,4
48507,42.581515,-82.962512,31
48507,42.615502,-82.911688,182
48507,42.61752,-82.962573,134
48507,42.619797,-82.874066,5
48507,42.592952,-82.939199,48
48507,42.620568,-82.942434,86
48507,42.599526,-82.962798,40
48507,42.577303,-82.913255,31
48507,42.559038,-82.954466,56
48507,42.560012,-82.927709,16
48507,42.574852,-82.899544,1
48507,42.577289,-82.874652,81
48507,42.547127,-82.91621,22
48507,42.561709,-82.907085,13
48507,42.547522,-82.884505,13
48507,42.562216,-82.880509,83
48507,42.583382,-82.844566,40
48507,42.559555,-82.854137,199
48507,42.574799,-82.809417,6
48507,42.588946,-82.805232,13
48507,42.762412,-83.006064,5
48507,42.731119,-83.051468,14
48507,42.720965,-83.040282,35
48507,42.721496,-83.011386,9
48502,42.769804,-82.898122,3
48502,42.813043,-82.759447,8
48502,42.802877,-82.738715,21
48507,42.665769,-82.770809,13
48507,42.667241,-82.808922,21
48507,42.658341,-82.797006,6
48507,42.68313,-82.77367,10
48507,42.682747,-82.817011,98
48502,42.707719,-82.764731,3
48507,42.681046,-82.799456,3
48507,42.638978,-82.825242,10
48507,42.652916,-82.843475,21
48502,42.695529,-82.741694,2
48507,42.682194,-82.749847,56
48507,42.664134,-82.956188,1
48507,42.634518,-82.964523,15
48507,42.635873,-82.914288,1
48507,42.635154,-82.943931,52
48507,42.649309,-82.965399,1
48507,42.690278,-82.872138,4
48507,42.678463,-82.959293,8
48507,42.654776,-82.871395,2
48507,42.630427,-83.003111,57
48507,42.628489,-83.029458,30
48507,42.700366,-83.08049,54
48507,42.676059,-83.071827,21
48507,42.692562,-83.064434,8
48507,42.695992,-83.040893,35
48507,42.67678,-83.036964,1
48507,42.637823,-83.061723,32
48507,42.64393,-83.083392,45
48507,42.652323,-83.02394,3
48507,42.651836,-83.003972,1
48507,42.659845,-82.983476,9
48507,42.634227,-82.983442,43
48507,42.616839,-83.056751,181
48507,42.572201,-83.054871,1
48507,42.611445,-83.081184,40
48507,42.57146,-83.079582,1
48507,42.586847,-83.055392,3
48507,42.618779,-82.988236,139
48507,42.59885,-82.984036,16
48507,42.615248,-83.018682,10
48507,42.573497,-83.017668,26
48507,42.603224,-83.036167,56
48507,42.590426,-83.020673,50
48507,42.572555,-82.981463,37
48507,42.582339,-83.001972,4
48507,42.557954,-83.076684,43
48507,42.545151,-83.07969,31
48507,42.539945,-83.056661,48
48507,42.553666,-83.053248,5
48507,42.558687,-83.019498,5
48507,42.544191,-83.016582,64
48507,42.547465,-82.982016,49
48507,42.557583,-82.995014,14
48507,42.473694,-83.024256,64
48507,42.481516,-83.02916,3
48507,42.531573,-83.056154,24
48507,42.516572,-83.076641,6
48507,42.51718,-83.057388,17
48507,42.529456,-83.013853,20
48507,42.524402,-82.993874,12
48507,42.514407,-83.014088,32
48507,42.53039,-82.979093,30
48507,42.515496,-82.978245,31
48507,42.461422,-83.040184,2
48507,42.483872,-83.065152,35
48507,42.498114,-83.076283,48
48507,42.482636,-83.042732,19
48507,42.498516,-83.056561,4
48507,42.500757,-82.977723,1
48507,42.485086,-83.001545,37
48507,42.499852,-82.996917,40
48507,42.499398,-83.017311,12
48507,42.487094,-82.980462,23
48507,42.454906,-83.054283,3
48507,42.469646,-83.054883,3
48507,42.469265,-83.074572,5
48507,42.454588,-83.073923,25
48507,42.46914,-83.019654,7
48507,42.45602,-83.015862,5
48507,42.455279,-83.030382,5
48507,42.456377,-82.981803,3
48507,42.475245,-82.97616,2
48507,42.489654,-82.958006,8
48507,42.490976,-82.929329,9
48507,42.483752,-82.931425,11
48507,42.531023,-82.909604,11
48507,42.535011,-82.921529,43
48507,42.516224,-82.954417,37
48507,42.518405,-82.931987,89
48507,42.516828,-82.913931,11
48507,42.501581,-82.958043,16
48507,42.504471,-82.939274,14
48507,42.501387,-82.926199,8
48507,42.546471,-82.961445,39
48507,42.533413,-82.936349,21
48507,42.53732,-82.950929,18
48507,42.456823,-82.930434,16
48507,42.474929,-82.921614,3
48507,42.470158,-82.943489,5
48507,42.461282,-82.945188,6
48507,42.473862,-82.93319,6
48507,42.535588,-82.893521,16
48507,42.532283,-82.877876,14
48507,42.517796,-82.890587,21
48507,42.502857,-82.908049,6
48507,42.503779,-82.889577,22
48507,42.485854,-82.892674,10
48507,42.458389,-82.913172,8
48507,42.472446,-82.899691,26
48507,42.458074,-82.888611,51
49660,44.254897,-86.327039,13
49660,44.247255,-86.315687,13
49660,44.237284,-86.313233,2
49660,44.238751,-86.331299,14
49660,44.199414,-86.292156,8
49660,44.391016,-86.207905,1
49660,44.469164,-86.088842,1
49660,44.38674,-86.036995,1
49630,46.541225,-87.396855,42
49630,46.546315,-87.390433,41
49630,46.580151,-87.396914,17
49630,46.563974,-87.396496,25
49630,46.567851,-87.418305,1
49630,46.560355,-87.419326,34
49630,46.558495,-87.40522,3
49630,46.541153,-87.423997,16
49630,46.551752,-87.415796,61
49630,46.552831,-87.387044,13
49630,46.552066,-87.397275,18
49630,46.515169,-87.395876,11
49630,46.510525,-87.585168,4
49630,46.514865,-87.626493,5
49630,46.503242,-87.684176,3
49630,46.493525,-87.679972,16
49630,46.508204,-87.66068,3
49630,46.487282,-87.659723,23
49630,46.475544,-87.664904,3
49630,46.526511,-87.459306,1
49630,46.553252,-87.450971,19
49630,46.473061,-87.429216,3
49630,46.386926,-87.426164,13
49630,46.460219,-87.213876,3
49630,46.446543,-87.329495,3
49630,46.238144,-87.385727,1
49630,46.30784,-87.458842,8
49630,46.299037,-87.303964,12
49431,43.947406,-86.448737,23
49431,43.961014,-86.433478,48
49431,43.944573,-86.432611,6
49431,44.005843,-86.448816,2
49431,43.913221,-86.416866,4
49454,43.937549,-86.344016,14
49454,43.973813,-86.310515,2
49454,43.916439,-86.243095,9
49307,43.69277,-85.493009,35
49307,43.684782,-85.487746,19
49307,43.694899,-85.480943,12
49307,43.704727,-85.469003,17
49307,43.688949,-85.470905,6
49307,43.71098,-85.449056,24
49307,43.66476,-85.462165,16
49307,43.664093,-85.541173,1
49307,43.768168,-85.528043,1
49307,43.774614,-85.469574,4
49307,43.666843,-85.364544,1
49307,43.748921,-85.264679,1
49307,43.596255,-85.356311,2
48858,43.574861,-85.145309,3
49630,45.110742,-87.610822,7
49630,45.102569,-87.603033,22
49630,45.137791,-87.608826,8
49630,45.121397,-87.61415,8
49630,45.118711,-87.625081,7
49630,45.10569,-87.619363,8
49630,45.671041,-87.388019,1
49630,45.413526,-87.500539,3
49630,45.166627,-87.632265,8
48611,43.61681,-84.238385,25
48611,43.648196,-84.252102,15
48657,43.650219,-84.288311,64
48611,43.659996,-84.202834,21
48611,43.646547,-84.212941,20
48611,43.616585,-84.272061,2
48657,43.614891,-84.303597,1
48611,43.628969,-84.219727,36
48611,43.628498,-84.238562,1
48611,43.622939,-84.197362,44
48611,43.619982,-84.17824,12
48611,43.590469,-84.176573,7
48611,43.593213,-84.197355,6
48657,43.704996,-84.397584,7
49651,44.280336,-85.15913,5
49651,44.330494,-85.206712,4
49651,44.279516,-85.272799,3
49267,41.936755,-83.430609,31
49267,41.930669,-83.412973,35
49267,41.950813,-83.650363,1
49267,41.968382,-83.668504,63
49267,42.058451,-83.332893,1
49267,42.056404,-83.250763,13
49267,42.007102,-83.324841,5
49267,41.985176,-83.349679,3
49267,41.952434,-83.367089,45
49267,41.893852,-83.44957,5
49267,41.915042,-83.437912,3
49267,41.845195,-83.436995,1
49267,41.861485,-83.498609,1
49267,41.772141,-83.669915,1
49267,41.764312,-83.630054,1
49267,41.74047,-83.628258,5
49267,41.765652,-83.592348,14
49267,41.74114,-83.589834,22
49267,41.775417,-83.483177,1
49267,41.79482,-83.513261,3
49267,41.818863,-83.433676,8
48838,43.185154,-85.239283,16
48838,43.184721,-85.269943,9
48838,43.173454,-85.238228,10
48838,43.169858,-85.26806,10
49329,43.391818,-85.482937,3
49329,43.413972,-85.484732,5
49329,43.440083,-85.256551,8
48838,43.354035,-85.144962,2
48811,43.393825,-85.037215,3
48858,43.43967,-85.020559,4
48801,43.422636,-84.93531,1
48838,43.158503,-85.223153,13
48838,43.145702,-85.288944,5
48838,43.19265,-85.294088,13
48838,43.234827,-85.273244,2
48838,43.265161,-85.23503,1
48838,43.292336,-85.070983,2
48838,43.293117,-85.085712,8
48838,43.258518,-85.141505,1
48838,43.139061,-85.138214,3
48811,43.228334,-85.013482,3
48811,43.24786,-84.873931,5
48811,43.246261,-84.922762,2
49779,45.071597,-84.00188,7
49735,44.898355,-84.332478,1
49735,44.898385,-84.212353,1
49444,43.229052,-86.216182,9
49444,43.210583,-86.190417,4
49444,43.196349,-86.233422,10
49444,43.194195,-86.248714,27
49461,43.361009,-86.24587,2
49444,43.19796,-86.261587,1
49444,43.183173,-86.268143,4
49444,43.184127,-86.217295,5
49444,43.14402,-86.267346,1
49444,43.135443,-86.227321,20
49444,43.160089,-86.218832,14
49444,43.195061,-86.27041,47
49444,43.200718,-86.275791,5
49461,43.463402,-85.965113,1
49461,43.474331,-85.937543,20
49461,43.462293,-85.938098,14
49307,43.597483,-85.950021,3
49329,43.55396,-85.781838,6
49307,43.574553,-85.744015,1
49329,43.510321,-85.84092,1
49329,43.401053,-85.864351,5
49329,43.424139,-85.803378,5
49329,43.410759,-85.800667,1
49329,43.347621,-85.826101,1
49329,43.316254,-85.761453,8
49329,43.352743,-85.754584,4
48507,42.63734,-83.292162,42
48507,42.648147,-83.280628,6
48507,42.650859,-83.289055,4
48507,42.671008,-83.31356,69
48507,42.689208,-83.319384,53
48507,42.66595,-83.283703,26
48507,42.681071,-83.27709,15
48507,42.643623,-83.300057,20
48507,42.65678,-83.3108,12
48507,42.637685,-83.310734,56
48507,42.649394,-83.320814,3
48507,42.62737,-83.258796,59
48507,42.614158,-83.302039,30
48507,42.626156,-83.316471,15
48507,42.614199,-83.259241,44
48507,42.624456,-83.276646,20
48507,42.631335,-83.277858,7
48507,42.832732,-83.597145,11
48507,42.73423,-83.517934,1
48507,42.767868,-83.482575,16
48507,42.827943,-83.542057,5
48507,42.716046,-83.360952,64
48507,42.710682,-83.386755,3
48507,42.739417,-83.353631,2
48507,42.714443,-83.430268,46
48507,42.728308,-83.400771,28
48507,42.73593,-83.430933,11
48507,42.818801,-83.418893,2
48507,42.860644,-83.392076,6
48507,42.812888,-83.308594,2
48507,42.849971,-83.309264,10
48507,42.808611,-83.271015,3
48507,42.783784,-83.266538,3
48507,42.757349,-83.24371,9
48507,42.727145,-83.255914,36
48507,42.751011,-83.304597,2
48507,42.721657,-83.307456,47
48507,42.717306,-83.183347,12
48507,42.675049,-83.585418,2
48507,42.631369,-83.528208,1
48507,42.67897,-83.469086,4
48507,42.67869,-83.512673,4
48507,42.63751,-83.456672,33
48507,42.692166,-83.429767,2
48507,42.681627,-83.394676,3
48507,42.695597,-83.390289,11
48507,42.695867,-83.353943,4
48507,42.678924,-83.349265,5
48507,42.661751,-83.349741,32
48507,42.66795,-83.381433,13
48507,42.648685,-83.396084,67
48507,42.628595,-83.418442,36
48507,42.651322,-83.427829,17
48507,42.647366,-83.350636,121
48507,42.646893,-83.373818,14
48507,42.631632,-83.372484,51
48507,42.619744,-83.379359,19
48507,42.690508,-83.260305,40
48507,42.69393,-83.227422,138
48507,42.699774,-83.304796,37
48507,42.669984,-83.227223,44
48507,42.669751,-83.247837,79
48507,42.63068,-83.243563,7
48507,42.63833,-83.223467,24
48507,42.627417,-83.226967,133
48507,42.685857,-83.140748,116
48507,42.691531,-83.11229,53
48507,42.68511,-83.198272,27
48507,42.702058,-83.198858,2
48507,42.702531,-83.170122,5
48507,42.663866,-83.202331,31
48507,42.657971,-83.173658,5
48507,42.67328,-83.173512,14
48507,42.70603,-83.117706,19
48507,42.664361,-83.143782,55
48507,42.663234,-83.10877,24
48507,42.628254,-83.180536,3
48507,42.63751,-83.141921,83
48507,42.634093,-83.123559,35
48507,42.640313,-83.102389,16
48507,42.532391,-83.480829,82
48507,42.546031,-83.475215,16
48507,42.538082,-83.504419,27
48507,42.598928,-83.524069,1
48507,42.539785,-83.45104,43
48507,42.57329,-83.459104,15
48507,42.510408,-83.529945,24
48507,42.54098,-83.524817,3
48507,42.519462,-83.52092,514
48507,42.58742,-83.338042,7
48507,42.606746,-83.383989,1
48507,42.556153,-83.414347,70
48507,42.534853,-83.384153,74
48507,42.533962,-83.41393,27
48507,42.555057,-83.378419,4
48507,42.562729,-83.350911,18
48507,42.574107,-83.250673,12
48507,42.582903,-83.235116,12
48507,42.594101,-83.27204,2
48507,42.574976,-83.299041,2
48507,42.612434,-83.22856,15
48507,42.537017,-83.303045,8
48507,42.555609,-83.305291,5
48507,42.538111,-83.265969,7
48507,42.552547,-83.267236,18
48507,42.544936,-83.235637,27
