Zip code,Latitude,Longitude,Number of required Level 2 chargers
49202,42.184454,-84.439295,3
49202,42.218059,-84.400237,2
49202,42.189619,-84.381754,3
49202,42.121951,-84.260675,12
49202,42.170979,-84.256637,5
49202,42.180319,-84.331098,9
49009,42.297153,-85.60361,24
49009,42.298483,-85.56283,9
49009,42.284746,-85.614614,32
49009,42.274333,-85.58403,29
49009,42.273052,-85.559541,6
49009,42.26737,-85.601155,18
49009,42.263739,-85.557779,3
49009,42.256939,-85.627546,32
49009,42.253315,-85.593955,91
49009,42.328211,-85.564056,24
49009,42.322296,-85.60841,2
49080,42.386356,-85.624374,7
49080,42.384285,-85.562006,1
49009,42.34014,-85.553712,30
49080,42.395603,-85.396383,2
49080,42.371928,-85.348351,3
49009,42.310244,-85.499451,5
49009,42.291052,-85.418311,15
49009,42.237545,-85.596696,5
49009,42.222807,-85.535569,2
49009,42.115898,-85.63423,13
49009,42.201855,-85.354494,3
49646,44.815497,-85.151586,3
49505,43.023006,-85.64556,25
49505,43.006902,-85.661715,5
49505,43.006649,-85.633628,13
49505,42.991868,-85.649135,31
49505,42.993059,-85.667326,36
49505,42.992112,-85.689711,56
49505,42.994875,-85.727873,8
49505,42.975619,-85.732493,24
49505,42.972746,-85.709562,29
49505,42.979227,-85.680946,81
49505,42.980023,-85.664708,104
49505,42.953907,-85.70356,17
49505,42.958999,-85.64796,120
49505,42.959103,-85.632159,29
49505,42.94636,-85.654518,49
49505,42.947691,-85.63464,11
49505,42.934223,-85.641124,22
49505,42.93346,-85.624366,24
49512,42.918726,-85.640063,13
49505,42.952109,-85.604843,3
49505,42.947135,-85.621075,2
49329,43.249106,-85.73134,5
49329,43.250826,-85.490232,5
49505,43.075389,-85.732063,14
49505,43.126712,-85.55829,40
48838,43.16236,-85.37186,1
49418,42.903802,-85.689701,28
49505,42.934803,-85.696679,9
49418,42.91893,-85.691616,51
49418,42.909806,-85.671956,10
49418,42.891944,-85.719177,91
49418,42.891679,-85.691831,45
49418,42.890906,-85.772077,35
49418,42.89182,-85.748174,20
49512,42.876485,-85.635502,6
49512,42.935087,-85.345718,33
49512,42.986589,-85.371574,2
49630,44.910436,-85.873808,1
48872,42.602475,-83.936295,59
48872,42.616446,-83.934405,120
48872,42.659487,-84.074397,17
48872,42.731607,-84.095461,1
48872,42.732965,-83.978666,8
49701,46.352886,-85.510552,8
49701,46.065372,-85.740592,1
49701,46.161458,-85.297586,4
48502,42.80488,-83.004137,26
48502,42.847817,-83.042741,1
48502,42.842389,-82.882843,4
48502,42.85439,-82.78462,6
48502,42.764617,-82.798565,3
48502,42.730619,-82.795311,10
48507,42.651505,-83.05247,31
48507,42.468196,-82.962738,35
49660,44.30215,-86.275342,1
49630,46.376503,-88.045815,3
49630,46.489351,-87.592938,10
49630,46.611541,-87.503279,11
49630,46.414921,-87.532588,1
49630,46.376375,-87.303485,12
49431,43.961294,-86.444635,12
49307,43.704909,-85.485345,3
49630,45.750218,-87.641577,2
49630,45.481313,-87.351919,1
49630,45.654155,-87.737521,5
49630,45.411389,-87.758955,1
48611,43.619708,-84.213067,31
48657,43.758868,-84.586869,8
48657,43.699186,-84.329034,1
48657,43.596801,-84.428909,1
48611,43.58258,-84.270904,1
48611,43.530882,-84.219685,1
49651,44.38158,-85.156362,1
49267,41.909304,-83.3949,34
49267,41.926626,-83.395827,35
49267,41.913264,-83.363343,7
49267,41.916942,-83.412498,50
49267,42.037408,-83.715853,1
49267,42.077282,-83.686256,22
49267,41.930941,-83.536706,1
49267,41.975489,-83.505004,3
49267,42.057195,-83.389838,4
49267,41.966008,-83.403224,4
49267,41.88316,-83.399136,21
49267,41.899215,-83.713562,2
49267,41.866512,-83.591998,1
49267,41.754911,-83.548569,19
48811,43.178967,-84.846813,1
49735,44.985756,-84.072116,1
49444,43.236085,-86.253158,63
49444,43.253322,-86.235002,7
49444,43.244246,-86.206163,103
49444,43.229998,-86.228462,22
49444,43.22301,-86.240711,44
49444,43.228482,-86.274032,19
49444,43.212776,-86.268833,32
49444,43.220896,-86.310135,17
49444,43.207295,-86.246238,14
49444,43.210396,-86.232056,18
49461,43.412795,-86.363721,4
49461,43.430916,-86.422136,10
49461,43.399701,-86.340597,16
49461,43.343194,-86.342078,2
49461,43.424768,-86.09847,3
49444,43.268209,-86.287861,4
49444,43.251685,-86.271403,10
49444,43.229695,-86.19557,39
49444,43.280495,-86.207915,2
49444,43.252284,-86.17299,7
49444,43.220637,-86.164559,3
49444,43.249327,-85.849178,2
49444,43.190736,-86.299235,1
49456,43.126156,-86.160974,9
49444,43.17154,-86.073389,1
49444,43.162243,-85.967683,3
48507,42.658505,-83.260588,41
48507,42.639833,-83.277763,36
48507,42.628125,-83.300102,31
48507,42.798732,-83.623328,43
48507,42.821764,-83.256551,25
48507,42.782748,-83.24536,31
48507,42.626575,-83.615659,16
48507,42.589172,-83.602886,40
48507,42.632142,-83.338861,13
48507,42.602992,-83.461601,8
48507,42.555017,-83.488254,10
48507,42.613715,-83.337641,26
48507,42.578909,-83.421553,1
48507,42.440718,-83.493157,14
48507,42.482834,-83.342799,8
48507,42.497348,-83.209986,4
48507,42.492109,-83.227356,2
48507,42.4853,-83.119,4
49461,43.51142,-86.099314,1
48661,44.465167,-84.096802,4
48661,44.381454,-84.168396,1
48739,44.378315,-83.944246,1
49630,46.591921,-89.646088,3
49677,43.93358,-85.264595,1
49453,42.779611,-86.11597,7
49453,42.772407,-86.15145,10
49453,42.772572,-86.117637,9
49456,43.07442,-86.191426,19
49456,43.105993,-86.225932,50
49456,43.082778,-86.224021,12
49428,43.065872,-85.934096,25
49428,43.074701,-85.847866,4
49428,42.906347,-85.94856,7
49453,42.771264,-86.171509,3
49779,45.409214,-84.187271,4
49779,45.251447,-83.687124,1
48629,44.422873,-84.551917,10
48661,44.465603,-84.43029,1
48602,43.43734,-83.984223,9
48602,43.439339,-83.967636,13
48602,43.432142,-83.924536,2
48602,43.420921,-83.963401,29
48602,43.4227,-83.930772,6
48602,43.420601,-83.915568,7
48602,43.41662,-83.98867,5
48602,43.397626,-83.980891,15
48602,43.411937,-83.974834,12
48602,43.408131,-83.91998,40
48602,43.420753,-84.071099,19
48602,43.438425,-84.130378,11
48602,43.398306,-84.00885,25
48602,43.461663,-83.940295,17
48602,43.404013,-83.898179,3
48602,43.495539,-83.905013,1
48602,43.437233,-84.231069,4
48801,43.435679,-84.330307,1
48602,43.299634,-84.149996,8
48415,43.26377,-83.991943,2
48722,43.375489,-83.903325,34
48867,43.184688,-84.12003,11
48415,43.175981,-83.990636,2
48415,43.326895,-83.081003,13
48502,43.207057,-82.988504,5
49701,46.418153,-86.052766,1
48867,42.999492,-84.161245,19
48502,43.016389,-82.437595,53
48502,43.004081,-82.442651,13
48502,42.966657,-82.433877,20
48502,43.054662,-82.481673,24
48502,43.02232,-82.489419,1
48502,43.127722,-82.792831,17
48502,43.122147,-82.51519,5
48502,42.940251,-82.804103,3
48502,42.944661,-82.682202,2
48502,42.764809,-82.491072,9
48502,42.69201,-82.720728,4
48502,42.701154,-82.659387,8
48502,42.621565,-82.53479,15
48502,42.714248,-82.504243,23
48502,42.694855,-82.558954,1
49009,41.796929,-85.417632,32
48722,43.627491,-83.435591,1
48415,43.456482,-83.167563,2
49009,42.214598,-85.891711,32
49009,42.201664,-85.940967,1
49009,42.288433,-85.822319,1
49009,42.173368,-85.842545,10
49009,42.215115,-85.785551,6
49009,42.233214,-85.828624,2
49221,42.265973,-83.752497,29
49221,42.264823,-83.731092,48
49221,42.266577,-83.704196,9
49221,42.252036,-83.714787,59
49221,42.242776,-83.691991,16
49202,42.38218,-83.959143,2
49202,42.329835,-83.88202,21
49221,42.153584,-84.029227,18
49221,42.252179,-83.636182,54
49221,42.253672,-83.617274,160
49221,42.250048,-83.605,16
49221,42.236517,-83.60331,31
49267,42.091236,-83.682654,10
48507,42.388239,-83.144246,72
48507,42.375588,-83.11963,57
48507,42.360363,-83.139927,25
48507,42.363336,-83.119061,51
49267,42.346688,-83.133258,8
49267,42.351658,-83.116516,41
49267,42.334706,-83.11188,26
48507,42.396276,-83.184516,14
49267,42.360196,-83.154057,8
48507,42.437,-83.046175,8
48507,42.390571,-83.030153,2
48507,42.369826,-83.044101,3
48507,42.381841,-82.962099,15
48507,42.361421,-82.965256,2
48507,42.364006,-82.944611,37
48507,42.391466,-82.911815,22
48507,42.430471,-83.485073,103
48507,42.366688,-83.304078,8
49267,42.323104,-83.338573,22
49267,42.300347,-83.320334,27
49267,42.345729,-83.186403,13
49267,42.313255,-83.15215,20
49267,42.251703,-83.2402,3
49267,42.229329,-83.174113,24
49267,42.273211,-83.127226,52
49267,42.234636,-83.214941,10
49267,42.201162,-83.15275,69
49267,42.070414,-83.242841,15
49668,44.468544,-85.637291,1
49668,44.294607,-85.760712,1
48750,44.563868,-83.371745,1
49701,46.428151,-86.670272,16
49701,46.57651,-86.159296,3
49701,46.383385,-86.45426,4
49080,42.531924,-85.86108,3
49080,42.539919,-85.842972,16
49080,42.51911,-85.850717,18
49406,42.645016,-86.209489,12
49406,42.615839,-86.180298,3
49453,42.663349,-86.173069,5
49453,42.730351,-86.178496,1
49453,42.703349,-86.150158,1
49453,42.764343,-86.107463,25
49453,42.74354,-86.076838,8
49348,42.703105,-85.81041,1
49418,42.746013,-85.87077,2
49348,42.637489,-85.810819,2
49348,42.673808,-85.631788,6
49348,42.670831,-85.653093,21
49348,42.745127,-85.634158,5
49080,42.566455,-85.60224,2
49453,42.580278,-86.075704,10
49406,42.459662,-86.22241,3
49406,42.462642,-86.158399,1
49406,42.495272,-86.080729,3
49080,42.459507,-85.70582,16
49080,42.455877,-85.690426,1
49080,42.487575,-85.717956,1
49080,42.428217,-85.680941,13
49080,42.442347,-85.67999,1
49080,42.456374,-85.672745,1
49080,42.449028,-85.636847,4
49080,42.443614,-85.652396,18
49080,42.436141,-85.604693,3
49080,42.45994,-85.646703,1
49779,45.056248,-83.439994,1
49779,45.063781,-83.460167,10
49779,45.073196,-83.460095,24
49779,45.067897,-83.438451,16
49779,45.07808,-83.408465,5
49779,45.069354,-83.423877,12
49779,45.063913,-83.445035,12
49779,45.052348,-83.46046,24
49779,45.102533,-83.487451,7
49779,45.096568,-83.375793,4
49779,45.049245,-83.491712,1
48737,44.988489,-83.485217,1
49646,44.900405,-85.056839,2
49646,44.904123,-85.06503,7
49629,44.876361,-85.407408,8
49629,44.915524,-85.38897,6
49629,44.942222,-85.339122,4
49629,44.962868,-85.259884,2
49629,45.012291,-85.156725,2
49629,44.914661,-85.264331,4
49629,44.884954,-85.260787,4
49629,44.923864,-85.151448,23
48631,43.978791,-83.96873,22
48763,44.020586,-83.746592,3
48631,44.015216,-83.986363,1
49630,46.900683,-88.239249,2
49630,46.770553,-88.502975,12
49348,42.639583,-85.275406,18
49348,42.639947,-85.294634,3
49348,42.657244,-85.278781,4
49348,42.66657,-85.32997,13
49348,42.725956,-85.33408,2
48837,42.705763,-85.124802,3
49348,42.663447,-85.239215,6
48837,42.651102,-85.129987,2
48837,42.597145,-85.090404,5
49080,42.544691,-85.344713,2
49080,42.490958,-85.384401,1
49348,42.609575,-85.516569,1
49348,42.715993,-85.460395,11
49348,42.74017,-85.443849,5
49080,42.484926,-85.481816,2
49267,42.335458,-83.148649,5
48631,43.873906,-83.995969,4
48631,43.605494,-83.921509,24
48631,43.621361,-83.920303,21
48631,43.637608,-83.883283,16
48611,43.58973,-84.108149,5
48611,43.612015,-84.125191,13
48631,43.585661,-83.967813,3
48611,43.58524,-84.021232,1
48602,43.545881,-83.857601,1
48611,43.545844,-84.01491,1
48602,43.540641,-83.928484,18
49630,44.657052,-86.24082,14
49630,44.638533,-86.18732,6
49630,44.648154,-86.016354,1
49685,44.643837,-85.96617,2
49685,44.753945,-85.872641,2
49406,42.085523,-86.493037,79
49406,42.128441,-86.431782,1
49406,42.120411,-86.427014,30
49406,42.127543,-86.403101,12
49406,42.14469,-86.40292,2
49406,42.140989,-86.446032,11
49406,42.097949,-86.420692,39
49406,42.06902,-86.445371,14
49406,42.085487,-86.44574,12
49406,42.17105,-86.384504,2
49406,42.209815,-86.366165,9
49009,42.183392,-86.254731,4
49009,42.192437,-86.260442,5
49009,42.220407,-86.249618,3
49406,42.205662,-86.285257,15
49009,42.136185,-86.279105,2
49009,42.019681,-86.484663,2
49406,42.036231,-86.519321,29
49009,42.059402,-86.379932,3
49009,42.015467,-86.249043,2
49009,41.970862,-86.305096,3
49009,41.916971,-86.553682,10
49009,41.965176,-86.540999,11
49009,41.927754,-86.480246,1
49009,41.967349,-86.480976,3
49009,42.132844,-85.934437,1
49009,41.799203,-86.742562,6
49009,41.779466,-86.698519,13
49406,41.775909,-86.786649,11
49009,41.879558,-86.618479,1
49009,41.795159,-86.613255,4
49009,41.785902,-86.476973,1
49009,41.842534,-86.255372,2
49009,41.835743,-86.238604,6
49009,41.853405,-86.230529,21
49009,41.78596,-86.260897,2
49009,41.795033,-86.236455,9
48507,42.390163,-83.36351,4
49202,41.938441,-85.000106,8
49202,41.93195,-85.01937,16
49202,41.948831,-85.024537,3
49202,41.954782,-85.002707,3
49202,41.948243,-85.001018,11
49202,41.937203,-84.965835,7
49202,41.932121,-84.987727,11
49202,41.943281,-84.985442,14
49009,42.022035,-85.13727,9
49009,42.061603,-85.137944,5
49202,41.970657,-85.001316,9
49202,41.966287,-85.042452,2
49202,41.94095,-84.882376,3
49202,41.92215,-84.90009,3
49009,41.869586,-85.188885,9
49202,41.786412,-84.967049,1
49080,42.331265,-85.159595,17
49080,42.343523,-85.164206,74
49080,42.306579,-85.175796,13
49080,42.31709,-85.197227,13
49080,42.320316,-85.196046,8
49080,42.318643,-85.227413,13
49080,42.328089,-85.242756,15
49080,42.386105,-85.207264,1
49080,42.35584,-85.252189,1
49080,42.257073,-85.26559,2
49080,42.255012,-85.204272,128
49080,42.30351,-85.27185,80
49080,42.282583,-85.188961,5
49080,42.300663,-85.194407,32
49080,42.32964,-85.127723,15
49080,42.314302,-85.1385,53
49080,42.289743,-85.027155,1
49202,42.279826,-84.96244,9
49202,42.277018,-84.977702,1
49202,42.269764,-84.973086,6
49202,42.25843,-84.976473,9
49202,42.267168,-84.951377,9
49202,42.279616,-84.950745,9
49009,42.119337,-85.258226,1
49009,42.109762,-85.201948,2
49009,42.107283,-85.145595,1
49202,42.116383,-85.027433,1
49202,42.356863,-84.772704,2
49202,42.237018,-84.746433,5
49202,42.245204,-84.743578,11
49202,42.259257,-84.765486,12
49202,42.252305,-84.770443,5
49202,42.251605,-84.747126,3
49202,42.258209,-84.747468,3
49202,42.239204,-84.765038,3
49202,42.245722,-84.766328,6
49202,42.142602,-84.812849,3
49009,41.982844,-86.114966,17
49009,41.992765,-86.106201,9
49009,41.987318,-86.091364,3
49009,41.916269,-86.002457,3
49009,41.904393,-86.018998,12
49009,41.947652,-86.048452,17
49009,42.04286,-86.162253,2
49009,42.001426,-86.17629,3
49009,41.94703,-86.189312,5
49009,42.02502,-85.810921,2
49009,41.950059,-85.932993,1
49009,41.832312,-86.05063,1
49009,41.875417,-86.048201,2
49009,41.794655,-85.818915,4
49770,45.309152,-85.260137,35
49770,45.319342,-85.244996,5
49770,45.224817,-85.011865,10
49770,45.207593,-85.022234,3
49770,45.207997,-84.99029,5
49770,45.336318,-85.234228,10
49770,45.251617,-85.243426,1
49770,45.237756,-85.122661,10
49770,45.243937,-85.196509,8
49770,45.15895,-85.135834,6
49770,45.152009,-85.185957,5
49770,45.156023,-85.0306,4
49770,45.158322,-84.945859,6
49770,45.249234,-84.890167,1
49721,45.655562,-84.48509,16
49721,45.636362,-84.487381,6
49721,45.646777,-84.45176,4
49721,45.633602,-84.456876,3
49701,45.738478,-84.688457,3
49721,45.519848,-84.566251,1
49721,45.549804,-84.307656,1
49749,45.424314,-84.622746,8
49701,46.496584,-84.340326,72
49701,46.48645,-84.345506,5
49701,46.493904,-84.357533,7
49701,46.488095,-84.358686,14
49701,46.47142,-84.318538,1
49701,46.485922,-84.316899,3
49701,46.47712,-84.393884,1
49701,46.47045,-84.350888,4
49701,46.477168,-84.37022,19
49701,46.439397,-84.430077,3
49701,46.439076,-84.295363,1
49701,46.448888,-84.669874,3
49701,46.365328,-84.461629,8
49701,46.274786,-84.475089,3
48617,43.824756,-84.761967,7
48617,43.835843,-84.775861,26
48617,43.858187,-84.814123,2
48617,43.828436,-84.909332,5
48617,43.882083,-85.020654,1
48617,43.840295,-85.034225,1
48617,44.012896,-84.80759,3
48617,44.05914,-84.825773,1
48617,44.052376,-84.766529,2
48617,43.996445,-84.827732,13
48823,42.989948,-84.503728,4
48867,43.074197,-84.397086,4
48823,42.900104,-84.500988,1
48837,42.82801,-84.643682,3
48823,42.83481,-84.525,3
48823,42.844998,-84.594217,3
48823,42.819486,-84.589512,5
48823,42.792162,-84.546159,6
48823,42.790527,-84.585733,8
48823,42.781062,-84.466651,7
48823,42.794444,-84.454544,41
48823,42.783197,-84.415739,3
48823,42.777628,-84.485514,110
49738,44.665502,-84.714323,3
49738,44.741339,-84.683897,3
49738,44.559455,-84.653375,1
49630,45.740599,-87.090102,37
49630,45.740521,-87.073706,3
49630,45.756211,-87.06582,38
49630,45.756502,-87.08399,3
49630,45.768367,-87.074708,2
49630,45.739063,-87.064989,44
49630,45.723514,-87.094107,1
49630,45.669334,-87.282947,3
49630,45.617864,-87.251242,1
49630,45.847823,-87.015935,8
49630,45.841677,-87.028256,8
49630,45.799974,-87.101045,2
49630,45.989451,-86.879905,1
49630,45.815136,-88.056891,21
49630,45.812551,-88.077389,6
49630,45.821033,-88.077149,3
49630,45.790251,-88.093809,8
49630,45.803226,-88.082922,16
49630,45.890157,-88.024026,1
49630,45.81376,-87.999344,5
49630,45.807047,-87.911105,10
49630,45.784678,-87.920383,6
48837,42.575772,-84.831958,29
48837,42.585461,-84.80802,5
48837,42.748105,-85.004077,1
48837,42.756392,-84.734907,10
48837,42.756029,-84.754648,28
48837,42.733281,-84.691262,4
48837,42.730354,-84.655422,39
48837,42.700931,-84.656206,9
48837,42.751608,-84.652569,116
48842,42.694658,-84.618354,15
48842,42.719497,-84.623162,25
48842,42.624221,-84.665268,3
48837,42.471273,-85.039734,2
48837,42.467288,-84.985493,3
48837,42.587647,-84.875841,8
48837,42.462211,-84.871139,2
48837,42.628348,-84.748374,7
48837,42.610924,-84.779099,13
48842,42.501184,-84.657701,9
48842,42.513204,-84.650063,16
49770,45.359842,-84.948545,21
49770,45.366937,-84.96627,12
49770,45.361268,-85.036682,32
49770,45.357569,-84.962288,85
49701,45.730054,-84.915968,5
49770,45.529273,-85.043689,3
49770,45.484738,-84.937346,16
49770,45.457848,-85.04224,4
49770,45.433596,-84.98156,10
49770,45.440139,-84.818085,16
49749,45.427865,-84.757427,1
49770,45.320042,-84.998326,3
48502,43.015034,-83.686068,16
48502,43.012297,-83.691156,10
48502,43.064689,-83.687454,7
48502,43.062008,-83.652791,3
48502,43.030826,-83.671209,1
48502,43.039611,-83.669895,3
48502,43.036343,-83.646097,5
48502,43.020514,-83.648324,9
48502,43.03786,-83.660333,4
48502,43.024994,-83.710269,3
48502,43.016338,-83.721317,2
48502,43.020698,-83.677358,40
48502,43.013181,-83.671922,37
48502,42.987044,-83.679364,4
48502,43.001223,-83.682395,3
48507,42.983679,-83.713454,2
48415,43.20197,-83.722097,7
48415,43.163471,-83.719076,23
48502,43.165907,-83.54538,4
48502,43.157343,-83.637448,1
48502,43.058656,-83.852355,12
48502,43.066321,-83.833813,31
48502,43.111821,-83.748519,1
48502,43.066335,-83.786156,2
48502,43.082925,-83.700243,2
48502,43.083028,-83.719829,16
48502,43.116983,-83.67055,8
48502,43.054724,-83.632579,7
48502,43.093097,-83.598095,1
48502,43.031499,-83.549854,67
48502,43.026329,-83.485036,12
48502,43.003321,-83.550628,59
48502,42.979689,-83.598041,1
48502,42.975001,-83.633309,15
48502,43.00505,-83.604741,2
48507,42.990472,-83.794311,1
48502,43.041959,-83.768128,48
48502,43.034631,-83.743291,27
48507,42.996645,-83.764345,33
48507,43.000236,-83.744635,36
48507,42.98085,-83.747834,4
48507,42.892338,-83.749765,1
48507,42.948554,-83.704884,32
48507,42.931576,-83.715709,18
48507,42.891019,-83.868596,1
48507,42.922757,-83.632753,39
48507,42.930841,-83.616961,15
48507,42.928652,-83.685593,81
48507,42.930519,-83.661056,48
48507,42.953281,-83.609719,1
48507,42.940757,-83.616829,40
48507,42.927379,-83.584889,32
48507,42.881976,-83.651904,25
48507,42.893861,-83.603155,38
48507,42.910125,-83.546993,2
48507,42.788652,-83.703673,15
48507,42.786194,-83.735114,3
48507,42.800175,-83.739356,67
48507,42.801644,-83.770031,1
48617,43.982563,-84.476699,3
48617,43.984404,-84.4953,4
48617,44.009343,-84.442577,6
48657,43.968597,-84.314162,1
48657,43.871937,-84.409138,9
48617,43.882674,-84.555976,7
48617,43.932422,-84.519873,2
49630,46.498725,-90.170906,5
49630,46.486448,-90.04957,3
49630,46.49751,-90.041074,9
49630,46.482181,-89.921202,1
49630,46.469234,-89.950624,2
49630,46.431838,-89.541499,3
49630,46.258881,-89.326184,1
49685,44.764354,-85.628246,19
49685,44.751281,-85.612161,29
49685,44.761775,-85.612639,22
49685,44.770424,-85.581131,26
49685,44.75604,-85.62926,3
49685,44.747657,-85.630245,1
49685,44.755518,-85.640027,42
49685,44.742018,-85.578269,7
49685,44.795594,-85.5676,13
49629,44.925711,-85.521702,3
49685,44.755334,-85.472176,3
49629,44.793984,-85.480539,11
49685,44.675975,-85.676539,2
49685,44.62047,-85.616425,3
49685,44.73356,-85.727606,4
49685,44.709615,-85.747303,1
49685,44.709197,-85.786439,1
